BRA,brazil,ar5,gtp,gtco2e,gwp,cambridge,ipcc,100,emissions,brazilian,climate,br,change,tco2e,2030,temperature,accessed,levels,2005,2025
BRB,barbados,energy,nccpf,climate,change,gob,national,nccc,emissions,bau,development,sector,2008,mitigation,caricom,ghg,sids,caribbean,nama,sef
BRN,brunei,darussalam,energy,2035,climate,government,emissions,eec,office,borneo,transport,prime,minister,white,forest,department,country,ltmp,sector,ghg
BTN,bhutan,climate,development,forest,neutral,national,management,kingdom,tons,change,fmus,sustainable,hydropower,adaptation,co2e,actions,mountainous,forests,remain,carbon
BWA,botswana,climate,national,change,adaptation,ghgs,breed,consequently,stationary,impacts,15,development,emissions,water,emission,measures,mitigation,reduction,conducive,mobile
CAF,000,african,central,republic,kt,programme,national,development,climate,eq,500,adaptation,ip,objective,change,husbandry,energy,management,250,use
CAN,canada,canadian,pan,pricing,emissions,clean,carbon,climate,provincial,framework,federal,reduce,mt,2030,change,territorial,arctic,provinces,territories,actions
CHE,switzerland,emissions,percent,1990,credits,gas,greenhouse,land,note,swiss,commitment,forest,2030,capita,parliament,use,today,domestically,period,indc
CHL,chile,climate,national,change,chilean,cl,lulucf,country,tax,clp,mma,adaptation,native,sectorial,emissions,gas,contribution,greenhouse,mitigation,sector
CHN,china,carbon,shall,climate,development,change,low,pilots,countries,energy,gigawatts,stipulate,improve,enhance,building,cities,strengthen,emissions,capacity,promoting
CIV,ivoire,côte,fcfa,job,reduction,development,energy,national,conflicts,agricultural,gains,climate,streams,ghg,billion,qualified,improved,quality,naip,pressure
CMR,cameroon,climate,2035,development,energy,minepded,change,national,program,scenario,indc,emissions,management,zones,onacc,agricultural,carbon,sector,strong,forest
COD,drc,medd,development,asa,national,climate,adaptation,change,congo,ddd,usd,pana,implementation,emissions,cpdn,sector,country,napa,coastal,areas
COG,congo,2035,2025,republic,development,scenario,emissions,trend,country,congolese,national,change,climate,forest,energy,investors,coastal,protection,low,strategy
COK,cook,islands,confident,electricity,00012,emission,2020,2006,eez,nsdp,external,sq,national,conditional,figure,chart,global,climate,renewable,resilience
COL,colombia,climate,change,adaptation,national,colombian,country,sectorial,emissions,peace,development,mitigation,mton,co2eq,dane,ideam,territories,2010,sectors,instruments
COM,comoros,union,cpdn,utcaf,climate,emissions,change,adaptation,mitigation,000,development,tco2eq,2030,national,measures,arboriculture,table,wood,energy,ghg
CPV,verde,cabo,energy,seek,water,penetration,2030,sanitation,sector,waste,proposed,saneamento,2025,overall,decrp,planos,islands,demand,national,efficiency
CRI,costa,rica,national,climate,minae,change,accomplish,adaptation,emissions,country,development,sector,council,energy,environmental,carbon,emission,sectorial,mitigation,contribution
CUB,cuba,cuban,climate,development,revolution,countries,country,change,environmental,economic,adaptation,national,blockade,social,sea,thousand,archipelago,resources,created,triumph
DJI,djibouti,republic,project,funding,climate,emissions,scenario,country,water,change,tadjourah,co2e,development,adaptation,ethiopia,financed,goubet,plant,pastoral,energy
DMA,dominica,climate,spcr,change,island,caribbean,program,national,development,storm,energy,sector,risks,priority,adaptation,country,forecasted,timing,capacity,emissions
DOM,dominican,nds,ccdp,dr,republic,national,competitively,inserted,adaptation,events,usd,manages,change,climate,emissions,damage,2030,development,dollars,hurricane
DZA,algeria,climate,national,change,energy,provisional,ncc,council,algerian,held,country,contribution,mitigation,representatives,meeting,2030,gas,conference,paris,finalized
ECU,ecuador,climate,change,national,water,el,adaptation,spanish,energy,nature,nacional,en,pnbv,areas,legal,actions,2017,matrix,guarantee,abbreviation
EGY,egypt,egyptian,energy,change,climate,nile,fy,water,national,development,economic,increase,efficiency,irrigation,adaptation,addition,population,different,rates,2015
ERI,eritrea,climate,mtco2,proclamation,goe,development,change,mitigation,national,land,water,adaption,2030,policy,marine,efficient,implementation,eritrean,measures,indcs
ETH,ethiopia,crge,eindc,climate,mt,co2e,ethiopian,emissions,change,totalling,adaptation,development,green,economic,federal,democratic,resilience,ghg,quantify,bau
EU28,eu,member,states,european,emissions,1990,land,use,latvia,parties,529,burning,eq,categories,tonnes,council,binding,forestry,facilitates,jointly
FJI,fiji,energy,climate,change,years,term,electricity,short,target,bound,sector,development,national,communities,need,resilience,reduction,emissions,relatively,renewable
FSM,fsm,micronesia,indc,federated,emissions,tco2e,year,2000,needs,nrel,kwh,energy,national,sales,climate,sids,000,adaptation,states,electricity
GAB,gabon,gabonese,emissions,development,2025,psge,ghg,ggco2,flaring,plan,excluding,scenario,national,energy,forest,code,trend,reduction,parks,uncontrolled
GEO,georgia,sfm,climate,forest,georgian,2030,ha,leds,support,district,adaptation,reduction,change,emissions,nama,national,ktco2eq,2020,ghg,development
GHA,ghana,national,actions,emission,policy,indc,mitigation,energy,usd,unconditional,reduction,adaptation,conditional,climate,billion,scale,2030,000ha,sustainable,forest
GIN,guinea,climate,change,mining,guinean,energy,national,code,development,1994,se4all,republic,resources,indc,needs,lucf,tonnes,commitment,sector,sdam
GMB,gambia,climate,change,ggco2e,development,national,energy,page,banjul,gotg,education,sector,indc,management,policy,lecrds,support,technical,finance,implementation
GNB,bissau,guinea,national,climate,adaptation,change,development,country,capacity,energy,forest,plan,management,water,gb,ranka,mitigation,prsp,terra,programme
GNQ,equatorial,guinea,climate,change,emissions,national,mpma,co2,continental,sector,country,nacional,bioko,pesca,medio,por,figure,republic,promotion,periodic
GRD,grenada,climate,change,energy,national,emissions,actions,water,development,caribbean,sector,adaptation,resilience,building,undertaking,committee,island,activities,reduce,carbon
GTM,guatemala,climate,national,change,law,country,emissions,reduction,peoples,implementation,indigenous,2005,development,adaptation,framework,guatemalan,acronym,english,forest,marn
GUY,guyana,timber,forest,norway,mrvs,redd,contributions,carbon,mining,erp,lcds,continue,indigenous,historic,peoples,resources,energy,common,deforestation,emissions
HND,honduras,climate,change,national,republic,plan,adaptation,country,development,phenomena,marine,coral,islands,law,bau,events,scenario,axes,pastures,characteristics
HTI,haiti,climate,haitian,development,change,national,cpdn,2030,adaptation,emissions,psdh,management,energy,afat,strategic,plan,country,mitigation,watershed,usd
IDN,indonesia,cm1,cm2,climate,min,national,mitigation,2030,scenario,2020,bau,change,rate,energy,development,ndc,assumption,goi,management,deforestation
IND,india,mission,energy,inr,climate,launched,gw,national,development,indian,usd,coal,himalayan,change,government,country,water,million,efficiency,billion
IRN,iran,islamic,ghgs,sanctions,national,unjust,development,mitigation,republic,restrictions,energy,runoffs,resources,climate,country,dust,emission,transfer,actions,water
ISL,iceland,eu,european,ets,delivery,emissions,collective,trading,possibly,scheme,member,target,bigger,40,common,participation,lulucf,2020,union,seen
ISR,israel,energy,target,national,abatement,tco2e,mtco2e,gas,emissions,capita,israeli,greenhouse,rail,examined,2030,metropolitan,ministerial,committee,water,inter
JAM,jamaica,climate,change,national,energy,kt,adaptation,emissions,ccd,development,2030,eq,versus,policy,bau,ppcr,sectors,impacts,modelled,framework
JOR,jordan,energy,water,climate,change,tnc,sector,national,ghgs,projects,adaptation,mot,development,emissions,country,goj,health,jordanian,kpi,2025
JPN,fy,japan,energy,originated,promotion,introduction,approx,emissions,reduction,jcm,measures,heater,cy,efficiency,co2,2005,removals,2013,fluorinated,biz
KAZ,kazakhstan,emissions,target,1990,modernisation,concept,2030,compared,reduction,growth,december,base,adopted,covered,economy,carbon,global,31,energy,ghg
KEN,kenya,climate,nccap,change,adaptation,national,county,development,contribution,sector,actions,mtco2eq,mtp,energy,mitigation,reforms,emissions,enhance,sectors,geothermal
KGZ,kyrgyz,republic,ghg,emissions,scenario,mln,12,change,climate,2005,domestic,adaptation,total,losses,06,reduction,support,mitigation,international,2050
KHM,cambodia,climate,change,2018,cccsp,national,implementation,actions,development,action,2014,plan,forest,rgc,promoting,indc,adaptation,plans,energy,2023
KIR,kiribati,climate,tarawa,change,kjip,islands,adaptation,kap,confidence,sea,outer,level,national,rainfall,disaster,kiritimati,procure,funded,capacity,pacific
KNA,kitts,nevis,st,federation,saint,national,ncepa,ghg,indc,tourism,bau,climate,water,actors,retrofitting,frame,35,implementation,consumption,sectors
KOR,korea,korean,target,mitigation,gas,greenhouse,climate,emissions,change,energy,keei,tms,2030,finalized,stage,ets,calculate,government,850,bau
KWT,kuwait,state,law,dust,climate,energy,change,water,oil,articles,2035,emissions,refinery,phenomenon,environmental,development,rise,storms,country,sea
LAO,lao,pdr,climate,change,development,forest,capacity,water,energy,2020,adaptation,implementation,management,monre,financial,support,nscc,renewable,ktco2,strategy
LBN,lebanon,national,climate,water,change,adaptation,mitigation,demand,indc,sector,support,crisis,development,wastewater,actions,scenario,power,sectoral,strategies,unhcr
LBR,liberia,climate,energy,national,change,mitigation,adaptation,scenario,implementation,lulucf,coastal,strengthen,waste,indc,sector,aft,implement,2030,country,capacity
LCA,lucia,saint,ggco2,national,emissions,eq,ccap,energy,climate,mitigation,change,adaptation,reductions,sector,impacts,global,measures,government,targets,interventions
LIE,liechtenstein,1990,commuters,os,emissions,abroad,greenhouse,reduction,reductions,gas,resident,revisit,emission,apply,target,encompass,smallest,ipcc,unfccc,domestic
LKA,lanka,sri,ndcs,climate,change,introduce,water,sector,impacts,adaptation,energy,transport,identification,areas,development,establish,waste,coastal,recreation,management
LSO,lesotho,climate,change,energy,adaptation,development,000,emissions,national,sector,policy,project,million,mitigation,waste,gef,capacity,2030,management,nsdp
MAR,morocco,climate,2030,program,national,change,afolu,water,hectares,2020,000,development,moroccan,ndc,trees,usd,extension,actions,areas,energy
MCO,monaco,principality,emissions,commitment,target,reference,units,prince,period,year,kyoto,reduction,climate,1990,percentage,fluorinated,albert,transport,energy,urbanised
MDA,moldova,climate,change,republic,cent,adaptation,rcp,water,euros,assure,1990,level,national,sector,measures,emissions,implementation,indicators,development,resources
MDG,madagascar,mtco2,national,absorptions,climate,change,scenario,politique,actions,cyclones,cyclone,2030,emissions,legend,receding,implementation,mitigation,bau,ghg,comparison
MDV,maldives,islands,climate,change,energy,water,undertakings,coral,reefs,island,impacts,adaptation,executing,country,capacity,resources,lying,actions,tuna,vector
MEX,mexico,climate,change,slcps,adaptation,actions,bc,lgcc,emissions,hydrometeorological,black,mitigation,national,municipalities,increment,mexican,pecc,country,unconditional,2030
MHL,rmi,national,energy,emissions,islands,marshall,climate,marshallese,change,nccpf,development,forthcoming,otec,outer,adaptation,impacts,ghg,possible,jnap,generation
MKD,macedonia,scenario,emissions,energy,co2,shall,republic,mitigation,climate,kg,macedonian,measures,bau,change,buildings,power,plants,policies,european,eu
MLI,mali,scenario,climate,change,kteq,emissions,energy,national,mitigation,ghg,co2,sector,development,2030,kt,000,agriculture,programs,figure,kilo
MMR,myanmar,national,moecaf,climate,development,change,actions,adaptation,plan,support,energy,mcca,capacity,implementation,policy,master,sector,programme,union,nargis
MNE,montenegro,kilotons,indc,emissions,change,climate,emission,pathway,1990,reduction,annex,unfccc,regarding,included,country,land,greenhouse,having,secretariat,cp
MNG,mongolia,pasture,water,forest,adaptation,2030,ulaanbaatar,climate,measures,national,development,change,management,introduce,capacity,napcc,animal,energy,husbandry,emissions
MOZ,mozambique,nccams,climate,change,ingc,national,adaptation,capacity,cm,cyclones,centre,actions,infrastructures,ha,country,da,increase,institutional,impacts,das
MRT,mauritania,climate,billion,eq,mro,nouakchott,change,contribution,adaptation,mros,rni,development,fishing,oxygen,mitigation,national,afat,00,cpdn,mauritanian
MUS,mauritius,climate,change,moesddbm,rodrigues,republic,development,agalega,adaptation,management,energy,beach,ipdm,smart,use,sustainable,disaster,emissions,land,including
MWI,malawi,climate,energy,support,adaptation,national,mitigation,forest,change,cement,development,capacity,emissions,gender,fish,use,water,increase,afforestation,cr
MYS,malaysia,rm,national,policy,tenth,water,plan,eleventh,emissions,intensity,billion,peatlands,climate,biofuel,lulucf,supply,change,spent,drained,2011
NAM,namibia,climate,eq,indc,change,gg,afolu,national,emissions,country,ha,adaptation,bau,2030,dsm,ippu,implementation,mitigation,5000,scenario
NER,niger,slm,sf,000,afolu,indc,national,ggco2e,energy,climate,ha,upscaling,sector,emissions,land,development,adaptation,inhabitant,ghg,management
NGA,nigeria,climate,change,energy,measures,tonnes,nigerians,emissions,strategies,national,development,risk,flaring,impacts,gas,water,benefits,cost,indc,mitigation
NIU,niue,climate,confidence,niserm,change,energy,yes,national,jnap,support,electricity,sector,emissions,donor,2025,stability,nnsp,development,section,renewable
NOR,norway,eu,ets,delivery,1990,commitment,collective,norwegian,emissions,land,sector,removals,emission,compared,accounting,2030,40,reduction,equivalents,individually
NPL,nepal,climate,change,adaptation,energy,earthquake,friendly,local,forest,forests,management,carbon,development,percent,impacts,resilience,national,redd,communities,country
NRU,nauru,nsds,phosphate,climate,adaptation,damage,ronadapt,change,loss,island,mitigation,energy,development,ocean,national,acidification,capacity,pv,resources,small
NZL,zealand,new,accounting,apply,use,start,land,kyoto,activity,recognise,protocol,forest,approach,forestry,continue,methodologies,year,accounted,cooperative,ipcc
OMN,oman,sultanate,depicted,energy,following,chart,indc,cyclone,tropical,marine,industries,ghg,transfer,fisheries,erosion,88714,90524,flush,foam,outturn
PAK,pakistan,percent,climate,emissions,national,energy,pak,change,sector,growth,development,country,potential,future,sub,adaptation,ghg,policy,economic,increase
PAN,panama,ut,cuts,graph,sector,national,ndc,climate,energy,change,2050,emissions,absorption,miambiente,panamanian,country,increase,law,international,sources
PER,peru,climate,national,adaptation,peruvian,change,proposal,spanish,indc,goals,mitigation,country,emissions,formulation,agreement,crosscutting,considers,international,bau,mc
PHL,philippines,climate,philippine,change,mitigation,development,adaptation,indc,country,national,disaster,risk,capacity,cri,amended,anchor,loss,government,resources,options
PLW,palau,energy,emissions,efficiency,2025,thousand,roof,change,climate,commercial,sector,tco2e,renewable,bau,target,measures,approximated,indc,5mw,accompanying
PNG,png,emissions,papua,sector,mt,guinea,redd,mitigation,development,terms,forestry,change,energy,considerable,reports,oil,national,climate,snc,world
PRK,dpr,korea,climate,change,law,national,ghg,energy,power,mitigation,development,introduce,coal,management,adaptation,measures,forest,advanced,electric,capacity
PRY,paraguay,national,climate,plan,country,ingei,development,2030,change,cited,projected,energy,adaptation,forest,matrix,social,review,year,commitments,unconditional
PSE,palestine,000,gaza,finance,palestinian,strip,building,capacity,water,israeli,state,energy,ndc,west,food,occupation,technology,nap,bank,incr
QAT,qatar,desalination,energy,change,climate,programs,water,development,utilizing,research,paragraph,clean,national,environment,impacts,provisions,economic,state,diversification,renewables
RUS,russian,federation,ghg,1990,emissions,boreal,russia,parties,use,75,announced,indc,conference,indicator,limitation,acts,2030,year,climate,forests
RWA,rwanda,climate,water,energy,2030,management,land,national,development,emissions,green,programme,mitigation,benefits,actions,description,adaptation,resources,change,countrywide
SAU,saudi,arabia,kingdom,diversification,economic,benefits,oil,measures,ambitions,indc,energy,actions,export,paragraph,economy,revenues,mitigation,adaptation,climate,utilization
SDN,sudan,climate,adaptation,development,national,change,energy,nile,nap,vulnerable,napa,mitigation,sectors,communities,water,contributions,states,indc,climatic,state
SEN,senegal,cpdn,2035,senegalese,climate,options,change,dakar,national,000,energy,reduction,economic,adaptation,socio,development,contribution,2025,management,coastal
SGP,singapore,emissions,energy,newater,water,climate,city,salinity,stabilise,change,c40,biodiversity,2005,national,alternative,efforts,carbon,land,week,supply
SLB,solomon,islands,pacific,000,00,gold,climate,western,rainfall,choiseul,guadalcanal,honiara,adaptation,mineral,nino,change,province,volcanic,year,cbsi
SLE,leone,sierra,climate,emissions,indc,change,national,ap,strategy,nccs,sector,carbon,emission,001,adaptation,country,dmd,mitigation,agency,contribution
SLV,salvador,el,climate,national,change,cpnd,country,salvadoran,san,finances,development,implementation,metropolitan,phenomena,water,2025,resources,plan,established,necessary
SMR,marino,san,republic,energy,euro,emissions,km2,consequence,year,keeping,equal,july,00052,bonuses,s2th,use,global,462,italy,totally
SOM,somalia,charcoal,000,dam,project,somali,mogadishu,species,fanoole,puntland,water,federal,component,acacia,prosopis,sfg,export,management,somaliland,resources
SRB,serbia,euros,climate,republic,changes,ghg,century,change,2000,discharges,damage,emissions,infectious,kp,cause,observed,species,mortality,hydrology,reduction
SSD,sudan,south,climate,change,adaptation,actions,development,conflict,energy,national,country,water,resources,use,impacts,capacity,iii,management,population,sectors
STP,stp,principe,sao,tome,ktco2eq,cc,national,support,ii,adaptation,country,iii,mitigation,decree,technological,climate,fishing,building,2030,bau
SUR,suriname,forest,climate,energy,republic,national,mangrove,forests,indc,carbon,change,keen,deforestation,coastal,nccpsap,renewable,resources,logging,key,team
SWZ,swaziland,contribution,climate,energy,national,ethanol,change,petrol,development,country,indc,sector,emissions,actions,mitigation,2010,renewable,blend,credible,ghg
SYC,seychelles,climate,change,energy,research,security,blue,management,water,adaptation,tourism,ministry,institute,waste,critical,disaster,electricity,ktco2,tco2,ktco2e
TCD,chad,000,livestock,climate,national,adaptation,development,change,water,reinforcement,lake,reinforce,2030,conditional,ennedi,agriculture,resources,emissions,reference,displaced
TGO,togo,national,climate,development,change,lean,sector,land,adaptation,programme,energy,scape,use,project,emissions,implementation,mitigation,promotion,resources,indc
THA,thailand,climate,2036,2558,energy,change,2579,plan,capacity,development,sufficiency,national,enhance,efforts,adaptation,sector,master,philosophy,developing,countries
TJK,tajikistan,republic,climate,greenhouse,indc,gas,emissions,programmes,change,respect,cop,development,reduction,glaciers,substantial,1990,international,preservation,new,resources
TKM,turkmenistan,emissions,national,climate,change,growth,energy,development,2030,gas,economic,greenhouse,times,adaptation,ghg,intensity,toe,2000,resources,ppp
TLS,timor,leste,climate,national,change,development,gotl,energy,emissions,decree,adaptation,ghg,sucos,directorate,ministry,law,oil,gg,sustainable,co2e
TON,tonga,climate,tsdf,national,change,resilience,act,energy,jnap,resilient,electricity,sector,kingdom,development,policy,percent,confidence,section,costed,2015
TTO,tobago,trinidad,emissions,climate,caribbean,sectors,reduction,module,change,model,economic,optimistic,2030,ghg,bau,conservative,bios,mitigation,hoc,objective
TUN,tunisia,cent,energy,tunisian,emissions,baseline,sector,degasification,2030,mitigation,climate,intensity,energies,scenario,carbon,cement,change,nama,2010,actions
TUR,turkey,energy,percent,national,wastes,cp,transport,indc,use,buildings,plan,landfill,change,climate,unmanaged,strategy,sites,action,industrial,implementing
TUV,tuvalu,funafuti,energy,electricity,arrays,islands,outer,generation,emissions,renewable,battery,diesel,pv,programme,output,approx,national,solar,wind,efficiency
TZA,tanzania,climate,zanzibar,change,enhancing,promoting,national,indcs,management,contributions,development,energy,mitigation,programmes,adaptation,sector,forest,country,costs,systems
UGA,uganda,climate,change,national,tons,development,energy,wetland,mitigation,measures,equivalent,yr,emissions,adaptation,million,use,dioxide,carbon,approximately,wetlands
UKR,ukraine,dated,decree,european,1990,approval,emissions,cabinet,2020,development,ghg,level,ec,co2eq,1678,vіі,mt,greenhouse,ratification,implementation
URY,uruguay,2025,nghgi,beef,emissions,area,pncc,climate,change,intensity,grasslands,national,objectives,gg,ar2,gwp100,cattle,ha,hereinafter,ndc
USA,states,united,act,target,emissions,greenhouse,gas,2025,seq,2005,air,agency,percent,intends,clean,sinks,duty,consistent,inventory,energy
UZB,uzbekistan,aral,priaralie,energy,development,dated,saving,climate,change,measures,improvement,republic,decrease,sphere,decree,modernization,program,irrigated,gas,water
VCT,vincent,grenadines,st,climate,change,national,caribbean,caribsave,management,coastal,cccra,risk,plan,emissions,development,2025,sector,ppcr,atlas,beach
VEN,venezuela,national,climate,popular,management,biological,change,use,ecosocialist,diversity,integral,environmental,promote,justice,plan,social,bolivarian,venezuelan,mission,country
VNM,nam,viet,climate,change,adaptation,ghg,national,energy,management,mitigation,development,forest,delta,measures,develop,implement,resources,emissions,policies,mekong
VUT,vanuatu,adaptation,climate,change,national,priorities,sector,nab,energy,disaster,management,sustaiable,development,action,risk,based,data,emissions,napa,electricity
WSM,samoa,energy,electricity,emissions,projects,climate,sector,renewable,change,ghg,2007,assistance,target,ipps,sds,evan,external,generation,contribution,national
YEM,yemen,percent,climate,change,water,scenarios,mitigation,including,adaptation,resilience,energy,yemeni,induced,measures,national,scenario,rural,emissions,support,solar
ZAF,bn,africa,south,ppd,adaptation,trajectory,mitigation,climate,range,median,indc,national,nccrp,development,equity,change,investment,plateau,emissions,costs
ZMB,zambia,climate,improved,change,adaptation,national,wildlife,increased,water,reduced,agriculture,csa,development,management,health,energy,support,planning,impacts,domestic
ZWE,zimbabwe,climate,national,change,adaptation,development,energy,capacity,water,mitigation,promoting,sector,indc,emissions,country,resources,hydro,economic,livestock,crop
