CMR,climate change,medium rest,rest country,high medium,vulnerability globally,zones high,agro ecological,baseline scenario,cameroon intends,change cameroon,electric bouquet,mtco equ,strategic axis,strong strong,strong zones,renewable energies,low carbon,emissions 2035,ecological zones,indc scenario
COD,climate change,medd 2015,republic congo,democratic republic,napa asa,pana asa,sector usd,government action,rate access,coastal zone,change napa,adaptation program,human development,00 million,082 billion,2010 medd,2020 ongoing,asa project,bukama station,drc contribution
COG,republic congo,trend scenario,carbon scenario,2015 2025,good governance,climate change,low carbon,trend development,2025 2035,carbon conditional,grinding wheels,pointe noire,products especially,emissions excluding,14 billion,food needs,self sufficiency,billion cfa,international community,ghg emissions
COK,cook islands,islands confident,external support,national vision,contributes 00012,million sq,diesel based,sq km,global emission,include inter,conditional external,based renewable,special circumstances,strengthen resilience,2011 2015,total global,renewable electricity,sub sector,ghg emission,global ghg
COL,climate change,mton co2eq,2010 2011,include climate,colombia developing,private entities,ton co2eq,co2eq capita,planning instruments,ambitious equitable,la niña,update report,challenges country,mitigation adaptation,biennial update,country faces,2010 includes,224 mton,analyses performed,approach employed
COM,union comoros,climate change,reference scenario,ghg reductions,2020horizon 2025horizon,2025horizon 2030,84 2030,agroforestry arboriculture,country benefits,horizon 2020horizon,pursue goal,sink participate,table ghg,tco2eq horizon,mitigation measures,participate global,200 ha,contribution greenhouse,goal carbon,implementation cpdn
CPV,cabo verde,base scenario,penetration rate,overall energy,support cabo,water sanitation,seek develop,verde seeks,energy demand,proposed measures,seek promote,demand 2030,master plans,energy efficiency,makes unconditional,planos diretores,plans planos,sanitation master,table cabo,verde makes
CRI,costa rica,climate change,national contribution,environmental services,environment energy,net emissions,low emission,climate actions,domestic carbon,ministerial council,rica national,based adaptation,adaptation goals,inter sectorial,change department,change policies,inter ministerial,emission reduction,environmental information,low emissions
CUB,cuban archipelago,economic social,climate change,mean sea,rational use,developing countries,social policy,scientific technological,guidelines economic,party revolution,policy party,republic cuba,rise mean,triumph revolution,sea level,protection environment,council ministers,use natural,sustainable development,coastal vulnerability
DJI,republic djibouti,kt co2e,climate change,project financed,funding project,djibouti city,djibouti estimated,usual scenario,desalination plant,ali sabieh,financed private,funding european,onshore wind,drinking water,co2e year,estimated reduction,project objective,agro pastoral,mitigation measures,mt co2e
DMA,climate change,dominica low,government dominica,program timing,geothermal resources,carbon climate,forecasted emission,climate resilient,change environment,change risks,environment development,2025 forecasted,vulnerable communities,change financing,cost estimate,increase extreme,tropical storm,resilient development,change risk,change dominica
DOM,dominican republic,competitively inserted,events cause,inserted global,napa dr,2005 dollars,million 2005,republic intended,transformation society,2010 2030,hydro meteorological,gender perspective,terms emissions,global economy,meteorological events,period 2010,tropical storms,public policy,losses damages,climate change
DZA,climate change,provisional contribution,climate plan,climate committee,national climate,algeria indc,circumstances algeria,contribution algeria,measures algeria,social council,charge environment,minister charge,natural gas,2021 2030,main actions,gas flaring,2015 chairmanship,24th 2015,27 electricity,3rd 2015
ECU,climate change,good living,hydroelectric plants,abbreviation spanish,ecuador implemented,ecuador recognizes,rights nature,climático en,energy matrix,cambio climático,2015 2018,manage water,protected areas,change plan,electric generation,national climate,2013 2017,additionally ecuador,américa latina,andean region
EGY,climate change,efficiency improvements,pass transport,local context,locally appropriate,2014 2015,coastal zones,fy 2014,nile basin,negative impacts,transport increase,job opportunities,economic situation,change associated,energy efficiency,growth rate,carbon energy,increase share,increase efficiency,abdel fattah
ERI,climate change,state eritrea,table eritrea,mitigation adaption,recurrent droughts,sea water,10 efficient,eritrea intends,fuel co2,gases emission,mtco2 2020,government state,policy 2007,adaption measures,gacmo model,needs mitigation,water temperature,increase sea,resources development,000 ha
ETH,mt co2e,resilient green,climate change,economy strategy,green economy,ethiopia intends,federal democratic,republic ethiopia,democratic republic,strategy crge,co2e total,145 mt,component eindc,emissions totalling,ethiopia indc,implementation ethiopia,status 2025,totalling mt,electric power,economy adverse
EU28,member states,eu member,indc eu,compared 1990,2015 manner,40 domestic,529 2013,contribution eu,decision 529,domestic reduction,emissions eu,european council,parties eu,tonnes co2,land use,european commission,states parties,climate energy,2050 compared,co2 eq
FJI,term years,climate change,growth framework,bound indicators,challenges proposed,proposed way,time bound,short term,key challenges,change disaster,way forward,green growth,large scale,co2 emissions,sector co2,building resilience,reduction target,medium term,energy se4all,10 achieved
FSM,000 tco2e,year 2000,federated states,kwh sectoral,states micronesia,emissions year,data calculated,fsm commits,fsm does,fsm indc,indc fsm,micronesia intended,sales data,sectoral sales,tco2e approximately,total co2e,35 emissions,indc expected,needs post,reductions expected
GAB,2010 2025,trend scenario,development scenario,ghg emissions,compared trend,commitments gabon,petroleum industry,national parks,forest code,000 ggco2,development gabon,emissions 500,gabonese republic,ggco2 2010,orientation sustainable,excluding carbon,flaring reduction,climate plan,storage biomass,sustainable development
GEO,forest district,government georgia,equal reduction,georgia plans,gdp approximately,intensity unit,pre 2020,2013 2030,2020 mitigation,reduction emission,climate change,assist natural,emissions georgia,sfm practices,support georgia,emission intensity,unit gdp,country commits,ghg emissions,natural regeneration
GHA,policy actions,emission reduction,reduction goal,programme actions,ghana indc,indc policy,utilization forest,actions programme,10 year,double energy,improvement 20,wildlife policy,bau emission,energy action,sector projections,total investment,forest wildlife,mass transportation,sustainable energy,000ha annual
GIN,republic guinea,climate change,tonnes co2eq,mining sector,potential commitment,initial national,catchment basins,mining code,prsp iii,environment code,indc commitments,20 years,funding needs,west african,national communication,barriers needs,2013 mining,co2eq 15,guinea ratified,mangrove management
GMB,climate change,ggco2e 2020,greater banjul,ggco2e 2025,banjul area,ggco2e 2030,government gambia,republic gambia,growth employment,climate analytics,technical support,development banks,change gambia,employment page,food preservation,indc team,programme accelerated,sectorial policies,energy efficiency,emission reductions
GNB,guinea bissau,climate change,assessment vulnerability,vulnerability adaptation,prsp ii,terra ranka,financial technological,contributions indc,national plan,technological capacity,master plan,adaptation capacity,benefit analysis,building support,15 26,acquired participants,applicability knowledge,areas 15,bissau absolute,bissau government
GNQ,equatorial guinea,republic equatorial,climate change,continental region,estimated costs,co2 emissions,costs millions,ministry fisheries,pesca medio,medio ambiente,2030 2050,fisheries environment,international standards,meteorological stations,2030 2030,according international,climatic factors,information awareness,2013 por,adoption directives
GRD,grenada currently,climate change,grenada committed,development grenada,grenada grenada,grenada national,grenada plans,process grenada,currently undertaking,sustainable energy,use solar,2011 grenada,change grenada,energy caribbean,grenada emissions,grenada established,grenada greenhouse,grenada indc,grenada land,grenada undertaking
GTM,framework law,climate change,tons equivalent,law climate,equivalent year,reduction vulnerability,million tons,acronym english,indigenous peoples,53 85,state guatemala,1990 2005,ancestral knowledge,change created,85 million,2005 base,national council,risk reduction,agroforestry vocation,barriers require
GUY,contributions guyana,guyana continue,guyana redd,resources guyana,timber industry,redd programme,indigenous peoples,48 mtco2e,guyana prepared,revised intended,unconditional contributions,coastal low,net carbon,forest carbon,implement policies,task force,differentiated responsibility,conditional contributions,renewable power,reference level
HND,republic honduras,climate change,preliminary estimate,change strategy,law national,investment plan,change law,gg co2eq,adaptation climate,affected worldwide,agroforestry law,bay islands,better life,biophysical topographic,carbon resistant,cayos cochinos,change sought,economic importance,estimate series,estimates included
HTI,republic haiti,climate change,contribution haiti,development haiti,2030 protect,25 387,387 billion,conserve existing,haiti contribution,haiti psdh,strategic watersheds,protect conserve,billion usd,31 compared,forest parks,trend development,information education,public finances,risk disaster,watershed management
IDN,cm1 cm2,bau cm1,food water,climate change,water energy,2013 20,50 result,defined min,note quantitative,result model,septic tank,target defined,quantitative target,2030 50,2020 30,climate resilience,government indonesia,java island,enhanced actions,unplanned deforestation
IND,government india,national mission,climate change,india mission,mission clean,states union,union territories,installed capacity,energy efficiency,tree cover,usd billion,forest tree,national missions,billion usd,million tonnes,smart cities,100 gw,adoption manufacturing,bharat mission,clean india
IRN,republic iran,islamic republic,ghgs emission,unjust sanctions,national development,mitigate ghgs,fixed prices,surface runoffs,dust sand,mitigation ghgs,sand storms,ghgs emissions,technological needs,billion dollars,change iran,dollars 2010,hot spots,mitigating ghgs,restrictions sanctions,sanctions imposed
ISL,collective delivery,eu ets,trading scheme,eu emissions,european economic,iceland emissions,economic area,emissions trading,40 iceland,iceland considers,target iceland,member states,climate mitigation,bigger economies,commitments kyoto,credits eu,economy like,emissions credits,emissions iceland,iceland determine
ISR,tco2e capita,10 tco2e,abatement measures,energy 17,target israel,inter ministerial,2030 renewable,light rail,ministerial committee,oecd average,mtco2e 2030,gas emissions,greenhouse gas,analysis carried,national target,natural gas,water scarcity,emissions reduction,non governmental,04 mtco2e
JAM,climate change,kt co2,2030 jamaica,co2 eq,dioxide person,equivalent metric,jamaica national,policy framework,metric tons,tons carbon,strategies action,vision 2030,fisheries forestry,agriculture fisheries,eq 2030,coastal resources,tourism agriculture,forestry water,10 bau,2009 2030
JOR,climate change,jordan 2013,change policy,hashemite kingdom,involved sector,jordan 2025,jordan indc,kingdom jordan,policy jordan,tnc 2014,objectives measures,renewable energy,ghgs reduction,report unfccc,total number,2013 2020,tnc report,time frame,aiming reducing,energy projects
JPN,fy 2005,fy 2013,compared fy,fy 2030,efficiency conservation,energy originated,originated co2,million co2,reduction compared,water heater,emissions fy,japan indc,introduction high,2013 level,corresponding reduction,estimated emissions,energy efficiency,reductions removals,high efficient,level approximately
KAZ,republic kazakhstan,2030 compared,31 december,bau projected,growth kazakhstan,kazakhstan adopted,proposed kazakhstan,unfccc kazakhstan,december 2030,emissions 31,target ambitious,target proposed,reduction ghg,target 15,base year,25 reduction,emissions 2030,path low,gdp growth,based mechanisms
KEN,climate change,kenya indc,national county,extractive sector,adaptation actions,change adaptation,national climate,resilient development,143 mtco2eq,actions kenya,addition kenya,attainment vision,change kenya,county governments,kenya continue,kenya intended,kenya places,kenya seeks,nccap 2013,urbanisation housing
KGZ,kyrgyz republic,domestic efforts,ghg emissions,mln 2005,12 ghg,international support,capita ghg,2005 millions,annual co2,change kyrgyz,cumulative 2005,emissions kyrgyz,losses mln,millions ghg,reduction domestic,resources cumulative,scenario domestic,support scenario,efforts international,climate change
KHM,climate change,change action,2014 2018,implementation climate,action plan,cambodia climate,cambodia developed,cambodia intends,meteorology 2014,resources meteorology,change strategic,cover 60,forest million,action plans,plan agriculture,sectoral climate,2014 2023,implementation processes,2018 developing,financing framework
KIR,climate change,south tarawa,sea level,change disaster,procure install,level rise,outer islands,000 00,design procure,funded activity,government kiribati,high confidence,change sea,disaster risks,storm surges,00 design,grid pv,install grid,management kjip,fully funded
KNA,kitts nevis,st kitts,federation saint,saint kitts,comprehensive plan,policies measures,federation st,nevis committed,nevis national,nevis proposes,retrofitting inefficient,sources mw,support st,absolute ghg,key actors,reduce national,time frame,implementation process,tourism agriculture,national contributions
KOR,korean government,mitigation target,2030 mitigation,gas emissions,mitigation korea,greenhouse gas,continued efforts,climate change,act low,calculate greenhouse,economics institute,energy economics,framework act,indc korea,joint working,korea aims,korea continued,korea energy,korea make,sector korean
KWT,state kuwait,protection law,law 42,dust storms,environment protection,climate change,kuwait considered,2014 amended,42 2014,citizens residents,law 99,electricity water,average temperatures,energy production,negative impacts,environmental challenges,42 year,99 year,circumstances state,contributions state
LAO,lao pdr,climate change,objective related,2020 lao,related activities,support required,main barriers,required capacity,road network,barriers implementation,flows address,forestry strategy,strategy year,renewable energy,year 2020,access finance,law enforcement,climate resilient,anticipated future,assessing base
LBN,climate change,lebanon indc,areas lebanon,government lebanon,heat demand,lebanon aims,lebanon national,priority lebanon,power heat,national water,currently preparation,overarching objective,planting trees,power demand,indc targets,mitigation adaptation,mitigation scenario,national circumstances,2030 generated,absence emergence
LBR,liberia indc,agenda transformation,climate change,mitigation scenario,30 renewable,strengthen institutional,transformation aft,20 energy,palm oil,initial national,renewable generation,vision 2030,waste sector,pilot project,efficiency ee,firewood charcoal,timeframe implementation,hydro power,additionally liberia,cope flooding
LCA,saint lucia,ggco2 eq,government saint,climate change,emissions reductions,mitigation targets,tco2 eq,lucia medium,programme costs,eq 2030,electricity generation,adaptation financing,change phenomenon,policies legislation,demand electricity,generation transportation,investment costs,preindustrial levels,transportation sectors,development strategic
LIE,reduction target,liechtenstein indc,liechtenstein indcs,liechtenstein reduction,domestic emission,reductions abroad,emission reductions,2030 primary,abroad accounted,accounted liechtenstein,based possibility,commitment internationally,commuters liechtenstein,described art,emissions liechtenstein,given domestic,liechtenstein aims,liechtenstein reserves,liechtenstein smallest,overall commitment
LKA,sri lanka,climate change,ndcs sri,implementation ndcs,loss damage,introduce promote,tourism recreation,sector sri,promote develop,identification vulnerabilities,lanka ndcs,change commission,clinical waste,health hazards,sea level,warsaw international,transport sector,adverse effects,livestock sector,power plants
LSO,climate change,change adaptation,energy meteorology,improvement early,government lesotho,warning reduce,ministry energy,mitigation policy,potential reduction,capacity climate,development partner,sector mitigation,change sectoral,areas lesotho,forestry initiative,gef sgp,initiative landscape,kingdom lesotho,program targets,rehabilitation program
MAR,2030 extension,climate change,extension action,program 2020,000 hectares,afolu actions,planting program,2020 2030,scenario afolu,usd billion,2010 2030,morocco ndc,national strategy,fruit trees,hectares year,2020 planting,afolu 93,date palm,development rangelands,expected reductions
MCO,principality monaco,reference year,percentage reference,international transfer,mechanisms international,achieve emissions,reduction units,emissions principality,use mechanisms,quantified commitment,reduction target,commitment period,year emissions,period kyoto,fluorinated gases,1990 co2,adopting target,albert ii,assuming commitment,declaration target
MDA,republic moldova,climate change,change adaptation,million euros,annual change,change compared,inter annual,adaptation measures,compared 1990,tco2 eq,real gdp,public authorities,action risk,cent ghg,eq lulucf,moldova climate,eq capita,mt co2,cent reduction,level indicators
MDG,republic madagascar,climate change,figure comparison,mtco2 2030,emissions absorptions,emission scenario,agriculture integrated,concerned mitigation,forests mangroves,legend sub,receding shorelines,shown legend,comparison bau,drought periods,bau emission,scenario mitigation,cyclones floods,reference scenario,mitigation scenario,sectors concerned
MDV,actions undertakings,climate change,energy balance,2011 energy,contribution maldives,coral reefs,executing agency,insurance mechanism,adverse impacts,impacts climate,low lying,appropriate policies,24 conditional,actions opportunities,challenges maldives,change ibrahim,commercial port,community develop,emissions maldives,enabled availability
MEX,climate change,indc mexico,black carbon,productive systems,strategic infrastructure,number municipalities,change law,rights approach,2014 2018,increase adaptive,special program,period 2020,adaptive capacity,general climate,human rights,lived climate,2020 2030,metric tons,program climate,short lived
MHL,marshall islands,forthcoming second,climate change,change rmi,indc rmi,rmi considers,rmi forthcoming,rmi government,vision 2018,republic marshall,efficiency improvements,2010 levels,cooking lighting,outer islands,external assistance,national energy,ghg emissions,change policy,2010 forthcoming,2030 view
MKD,republic macedonia,co2 emissions,2005 usd,co2 2005,kg co2,policies measures,fuels combustion,bau scenario,mitigation policies,power plants,mitigation scenario,higher ambition,energy supply,ambition mitigation,climate change,target sectors,green jobs,30 36,macedonian indc,supply buildings
MLI,mitigation scenario,kteq co2,climate change,baseline scenario,2007 2014,conditional mitigation,ghg emissions,unconditional mitigation,2015 2030,kt co2,kilo tonnes,emissions agriculture,cost conditional,land use,ktéq co2,mali climate,mali developed,mali national,mali remains,net balance
MMR,climate change,government myanmar,myanmar requires,master plan,union myanmar,mcca programme,priority level,capacity building,identified actions,implementation plan,environmental conservation,energy master,line ministries,government cabinet,level sector,republic union,development environmental,dry zone,union government,risk reduction
MNE,montenegro intended,indc montenegro,montenegro non,montenegro reserves,strategy montenegro,30 emission,decision cp,following decision,technical conditions,19 decision,dangerous climate,regarding emissions,indc developed,annex country,climate change,process indc,sectors included,fairness equity,indc included,land uses
MNG,state policy,green development,million usd,arable farming,animal husbandry,climate change,policies measures,measures listed,pasture management,bare fallow,indc mongolia,mongolia indc,napcc 2011,pasture carrying,state protected,adaptation goals,forest resource,change napcc,power facilities,reduce forest
MOZ,climate change,south centre,million usd,tropical cyclones,change network,weak capacity,ingc 2015,national monitor,thousand million,world bank,evaluate climate,minimum temperature,saltwater intrusion,drought floods,15 cm,380 km2,adequate considering,change elaborated,change mozambique,economics adaptation
MRT,climate change,eq co2,environment sustainable,billion mro,billion mros,mauritania contribution,co2 rni,cumulative emission,republic mauritania,sectoral focal,2020 2030,proposed mitigation,islamic republic,co2 eq,mt co2,compared projected,cost billion,sustainable development,implementation proposed,period 2020
MUS,republic mauritius,climate change,bio farming,kilometres country,mauritius highly,mauritius limited,mauritius require,risk implement,sids mauritius,disease management,implement disaster,disaster risk,rainfall patterns,integrated pest,mass transportation,pest disease,cleaner energy,management improve,adaptation mitigation,marine terrestrial
MWI,government malawi,million tco2e,climate change,external support,expanded programme,support expanded,agronomic practices,assisted regeneration,co2e capita,multipurpose dams,natural assisted,gg co2,approximately million,sensitive diseases,emissions malawi,greenbelt initiative,growing drought,implementation malawi,malawi current,resilient agronomic
MYS,malaysia plan,rm billion,tenth malaysia,emissions intensity,eleventh malaysia,intensity gdp,national biofuel,water supply,plan 2010,policy 2011,2011 national,2014 malaysia,agro food,biofuel industry,decade surface,drained peatlands,food policy,government malaysia,malaysia spent,malaysia taken
NAM,gg co2,co2 eq,climate change,bau scenario,scenario 2030,5000 ha,afolu sector,ghg bau,measure ghg,implementation indc,potential contribution,36 afolu,contribution different,government namibia,republic namibia,2015 prices,indc activities,different measures,technologies mitigation,2030 time
NER,sf slm,afolu sector,000 ha,niger indc,sustainable land,30 801,801 ggco2e,upscaling good,climate change,smart agriculture,land management,animal husbandry,ghg emissions,assisted natural,climate smart,good practices,bau 2020,change niger,management sf,framework sustainable
NGA,climate change,nigeria indc,policies measures,million tonnes,change nigeria,transportation communications,cost effective,gas flaring,nigeria climate,change encourage,reduction measures,crops livestock,energy infrastructure,measures increase,access emergency,backup systems,communications infrastructure,construction placement,develop diversify,diversify secure
NIU,climate change,high confidence,niue national,niue contribution,niue net,donor funding,grid stability,low confidence,new zealand,renewable energy,2020 partial,2020 yes,2025 turn,aspiration meet,build sustainable,costed donor,future meets,goal strengthened,integrity social,map niserm
NOR,collective delivery,delivery eu,land sector,compared 1990,removals land,emission reduction,2030 compared,ambition level,co2 equivalents,eu member,net removals,eu norway,norway commitment,member states,base year,eu ets,sector accounting,40 2030,mt co2,double counting
NPL,climate change,change nepal,government nepal,environment friendly,local governance,climate adaptation,climate vulnerable,nepal implementing,rural renewable,adaptation resilience,change impacts,vulnerable communities,induced disasters,percent total,renewable energy,community based,friendly local,help climate,nepal initiated,nepal prepared
NRU,loss damage,climate change,republic nauru,management improvements,2015 agreement,2009 nauru,adaptation nauru,change nauru,nauru climate,nauru indc,nauru wishes,nsds 2005,nsds goals,phosphate mining,human capacity,2005 2025,changes ocean,ocean acidification,institutional human,island nations
NZL,new zealand,activity start,forestry land,year continue,start year,accounting forestry,accounted business,agreement new,continue accounted,continue apply,established activity,forests established,mechanisms cooperative,usual reference,zealand forestry,kyoto protocol,land use,2013 ipcc,30 2005,cooperative approaches
OMN,building transfer,transfer technology,marine environment,2030 depicted,depicted following,efforts following,following chart,scarcity desertification,sultanate oman,fund capacity,environment agriculture,provided unfccc,fisheries marine,tropical cyclone,coastal erosion,following areas,water scarcity,period 2020,climate impacts,88714 gg
PAK,pak indc,climate change,sub national,national governments,energy crisis,development benefits,ministry climate,potential included,pakistan climate,coming years,reduction potential,future emissions,increase emissions,mt co2,potential mitigation,percent total,ghg emissions,prevailing energy,abatement cost,strategy policy
PAN,ut cuts,cuts sector,republic panama,climate change,scenario 2050,types renewable,2015 2050,lines action,installed capacity,absorption capacity,ndc republic,reforestation restoration,energy plan,reference scenario,change panama,law march,respect reference,unilateral contribution,plan 2015,purchasing power
PER,climate change,sectors systems,indc adaptation,considers protecting,indc proposal,peruvian indc,peruvian state,plan gender,public investment,communities small,climate agreement,conditioned international,formulation process,vulnerable populations,2010 national,bau projections,national ghg,change ministry,proposed indc,social inclusion
PHL,climate change,climate disaster,philippine indc,development targets,loss damages,framework strategy,mitigation options,targets mitigation,change extreme,change natural,national framework,2009 amended,amended 2012,anchor strategy,creating opportunities,damages climate,events require,function adaptation,implementation philippines,need peak
PLW,republic palau,thousand tco2e,palau indc,palau national,sector palau,policies measures,energy efficiency,energy energy,climate change,88 thousand,approximated 88,audit program,availability partnership,change palau,information palau,palau pleased,partnership finance,plus additional,target palau,use growth
PNG,papua new,new guinea,oil gas,draft snc,gas sector,climate change,including draft,mining oil,reports including,redd activities,implement redd,mitigation contribution,forestry emissions,main urban,adequate predictable,emission level,electricity sector,areas png,available addition,concurrent increase
